Failure Name,NGA_Link,Station Name,Stage,Debug Snapshot,Group Name,Failure_Id,SightingId,AxonSV Record Viewer,Signatures,hsdes_link,axon_link,Errors
fb7d0e30,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/fb7d0e30-7ead-44bf-91da-4677420b66bd,ba05wvaw0053,Test,2688f029-b2d4-4d46-8258-61fb07b6ca96,UPI,fb7d0e30-7ead-44bf-91da-4677420b66bd,,https://axonsv.app.intel.com/apps/record-viewer/2688f029-b2d4-4d46-8258-61fb07b6ca96,"['HW', 'HW.ERR', 'HW.CORR']",,,None
be34f21d,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/be34f21d-e387-4bf2-8e89-26a267646fd8,ba05wvaw0089,Test,187708c5-456a-b767-2948-0401845a2b91,Reset-Matrix,be34f21d-e387-4bf2-8e89-26a267646fd8,16023853624.0,https://axonsv.app.intel.com/apps/record-viewer/187708c5-456a-b767-2948-0401845a2b91,"['HW', 'HW.ERR', 'HW.CORR']",https://hsdes.intel.com/appstore/article/#/16023853624,https://axon.intel.com/app/view/187708c5-456a-b767-2948-0401845a2b91,None
6b0abcd4,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/6b0abcd4-5d55-47d5-8471-2016c427251f,ba05wvaw0113,PreTest,File not found,CI_GNR_AP_DF_OSPL_SQ,6b0abcd4-5d55-47d5-8471-2016c427251f,,,[],,,None
FAIL_package_cstate_check_mainTest_verification_failed,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/cf08b35f-de43-4548-984e-1badedb051f5,ba05wvaw0100,Test,9cb5f1bc-d23f-4931-973e-9e5e6b4d8ed5,PM,cf08b35f-de43-4548-984e-1badedb051f5,16024646517.0,https://axonsv.app.intel.com/apps/record-viewer/9cb5f1bc-d23f-4931-973e-9e5e6b4d8ed5,"['HW', 'PKGC_Focus', 'HW.CORR']",https://hsdes.intel.com/appstore/article/#/16024646517,https://axon.intel.com/app/view/9cb5f1bc-d23f-4931-973e-9e5e6b4d8ed5,None
6ed59e88,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/6ed59e88-1c84-47da-83d3-4e640c8b0a09,ba05wvaw0021,PreBoot,NoMatch,CI_GNR_AP_DF_OSPL_SQ,6ed59e88-1c84-47da-83d3-4e640c8b0a09,,,[],,,None
388406bd,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/388406bd-3e1b-4898-8a6a-52cefc56028c,ba05wvaw0070,Test,e52f2f0b-5837-44fb-9c84-4fb4418ebe08,Concurrency,388406bd-3e1b-4898-8a6a-52cefc56028c,15012956482.0,https://axonsv.app.intel.com/apps/record-viewer/e52f2f0b-5837-44fb-9c84-4fb4418ebe08,"['HW', 'HW.ERR', 'HW.CORR']",https://hsdes.intel.com/appstore/article/#/15012956482,https://axon.intel.com/app/view/e52f2f0b-5837-44fb-9c84-4fb4418ebe08,None
46efa497,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/46efa497-db54-4b74-8683-9c40742f7d6a,jf04wvaw5077,Test,22345416-75ff-430b-b66d-2d26aad449db,PM,46efa497-db54-4b74-8683-9c40742f7d6a,,https://axonsv.app.intel.com/apps/record-viewer/22345416-75ff-430b-b66d-2d26aad449db,"['HW', 'HW.CORR', 'HW.ERR']",,,None
261239b8,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/261239b8-f939-4bc1-a6e4-489640397952,jf04wvaw5461,RebootStation,142eaf74-f8ce-4c37-a884-567dbf802f4f,Mesh,261239b8-f939-4bc1-a6e4-489640397952,,https://axonsv.app.intel.com/apps/record-viewer/142eaf74-f8ce-4c37-a884-567dbf802f4f,"['HW.CORR', 'HW.MCE.UPI', 'HW.MCE', 'HW.MCE.UBOX', 'HW', 'HW.MCE.MLC', 'HW.MCE.IIO', 'HW.MCE.CHA', 'HW.ERR']",,,"['mscod: MCE when CR4.MCE is clear-Error signaled by the core and logged in Ubox. Check the core for more details.', 'mscod: MCE under WFS-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x5', 'Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x49', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x3', 'Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x0']"
ERROR_Excusrion_counter_didnt_move_in_the_last_operation_with_6_764947_power_target,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/b7fbf00f-c1df-41be-af3d-815090a7da7d,jf04wvaw5127,Test,dd177fd3-88fa-47a9-b790-284d41badabc,Concurrency,b7fbf00f-c1df-41be-af3d-815090a7da7d,,https://axonsv.app.intel.com/apps/record-viewer/dd177fd3-88fa-47a9-b790-284d41badabc,"['HW.ERR', 'HW', 'prochot_thermal_throttling_HWP_C_UFS_cpu_rapl_dram_rapl_rocket_traffic', 'HW.CORR']",,,None
093f6477,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/093f6477-7cfc-4141-873a-3cd1d0da68bf,ba05wvaw0118,RebootStation,d3fd3fea-9bae-4bce-8d63-54000b2fc1d0,RDT_Mesh,093f6477-7cfc-4141-873a-3cd1d0da68bf,14023015502.0,https://axonsv.app.intel.com/apps/record-viewer/d3fd3fea-9bae-4bce-8d63-54000b2fc1d0,"['SW.FW', 'HW']",https://hsdes.intel.com/appstore/article/#/14023015502,https://axon.intel.com/app/view/d3fd3fea-9bae-4bce-8d63-54000b2fc1d0,None
85c0a015,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/85c0a015-f1fd-4ef8-9be8-5cca46b26f34,jf04wvaw5088,Test,27dc2b41-17e6-9682-9ddd-d0d4f9d11ded,CXL,85c0a015-f1fd-4ef8-9be8-5cca46b26f34,16023372213.0,https://axonsv.app.intel.com/apps/record-viewer/27dc2b41-17e6-9682-9ddd-d0d4f9d11ded,"['SW.FW', 'HW.CORR', 'HW', 'HW.ERR']",,,None
1e0f50b8,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/1e0f50b8-1f24-41de-a6a7-f4277bc72fe1,jf04wvaw5105,PostTest,e8ec5cc5-3bf4-4412-8b9d-6bae7576bb5a,PCIe,1e0f50b8-1f24-41de-a6a7-f4277bc72fe1,,https://axonsv.app.intel.com/apps/record-viewer/e8ec5cc5-3bf4-4412-8b9d-6bae7576bb5a,"['HW.ERR', 'HW.CORR', 'HW']",,,None
9d1bda97,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/9d1bda97-93a3-4000-9ae9-d52410215b69,ba05wvaw0097,Test,f93df3da-70b5-4dbc-899a-ffa167d53e7b,Mesh,9d1bda97-93a3-4000-9ae9-d52410215b69,,https://axonsv.app.intel.com/apps/record-viewer/f93df3da-70b5-4dbc-899a-ffa167d53e7b,"['HW.CORR', 'HW.ERR', 'HW']",,,None
1e1738a4,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/1e1738a4-da5f-45da-9033-76800f5db522,ba05wvaw0073,Test,7c8bf9e3-7be4-428b-a6e6-e30a1a6c5f2c,Memory,1e1738a4-da5f-45da-9033-76800f5db522,14022846470.0,https://axonsv.app.intel.com/apps/record-viewer/7c8bf9e3-7be4-428b-a6e6-e30a1a6c5f2c,"['HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'HW']",https://hsdes.intel.com/appstore/article/#/14022846470,https://axon.intel.com/app/view/7c8bf9e3-7be4-428b-a6e6-e30a1a6c5f2c,None
0517e3c7,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/0517e3c7-fe18-41e6-bc11-d5a4093f8bd6,jf04wvaw5468,RebootStation,5df641ed-9111-4c77-86cb-1d6b769923bc,Concurrency,0517e3c7-fe18-41e6-bc11-d5a4093f8bd6,,https://axonsv.app.intel.com/apps/record-viewer/5df641ed-9111-4c77-86cb-1d6b769923bc,"['HW.ERR', 'HW', 'HW.CORR']",,,None
2a5e23ce,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/2a5e23ce-681a-491e-945f-8dc238056e5f,jf04wvaw5105,PostTest,48eb7baf-7d85-4750-a58b-295ca2bd5bbd,PCIe,2a5e23ce-681a-491e-945f-8dc238056e5f,,https://axonsv.app.intel.com/apps/record-viewer/48eb7baf-7d85-4750-a58b-295ca2bd5bbd,"['HW.ERR', 'HW', 'HW.CORR']",,,None
7fdbec99,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/7fdbec99-eba3-487f-abad-f7d42fdbbf9c,ba05wvaw0054,Test,cec07f6c-2ec4-bcde-1f60-dd42dcc6cf87,Mesh,7fdbec99-eba3-487f-abad-f7d42fdbbf9c,,https://axonsv.app.intel.com/apps/record-viewer/cec07f6c-2ec4-bcde-1f60-dd42dcc6cf87,"['HW.ERR', 'HW.MCE.DTLB', 'HW.MCE', 'HW.CORR', 'HW.MCE.MLC', 'HW.MCE.UPI', 'HW']",,,"['Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
40db197d,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/40db197d-c7f4-4913-9767-7a7e61bd9c17,ba05wvaw0021,PreBoot,NoMatch,CI_GNR_AP_DF_OSPL_SQ,40db197d-c7f4-4913-9767-7a7e61bd9c17,,,[],,,None
9f36c877,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/9f36c877-e87b-4841-b209-fb258eaddbab,ba05wvaw0100,Test,5e5a14fe-a850-4bbe-b0c2-08057f909001,PCIe,9f36c877-e87b-4841-b209-fb258eaddbab,,https://axonsv.app.intel.com/apps/record-viewer/5e5a14fe-a850-4bbe-b0c2-08057f909001,"['HW', 'HW.CORR']",,,None
d206f295,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/d206f295-3736-4ccb-ba22-c0e8a2553a8e,jf04wvaw5105,PostTest,318c8cdc-1fa6-423a-a2c0-67523952be97,PCIe,d206f295-3736-4ccb-ba22-c0e8a2553a8e,,https://axonsv.app.intel.com/apps/record-viewer/318c8cdc-1fa6-423a-a2c0-67523952be97,"['HW.ERR', 'HW', 'HW.CORR']",,,None
1c8c7d33,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/1c8c7d33-0e05-46f8-b73d-cbb7998f1fb2,ba05wvaw0116,Test,915fc4c7-a7c9-1a06-0005-375720d2145f,Mesh,1c8c7d33-0e05-46f8-b73d-cbb7998f1fb2,16024749679.0,https://axonsv.app.intel.com/apps/record-viewer/915fc4c7-a7c9-1a06-0005-375720d2145f,"['HW', 'HW.CORR', 'HW.ERR', 'HW.MCE', 'HW.MCE.MLC', 'HW.MCE.PCU', 'HW.MCE.PUNIT']",https://hsdes.intel.com/appstore/article/#/16024749679,https://axon.intel.com/app/view/915fc4c7-a7c9-1a06-0005-375720d2145f,"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0xb']"
7dca2658,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/7dca2658-6f51-45d1-a2ff-944244991e2c,jf04wvaw5088,PostTest,3ad6e0d5-ee1c-4ebc-a8da-d856ee56302b,CXL,7dca2658-6f51-45d1-a2ff-944244991e2c,14022852715.0,https://axonsv.app.intel.com/apps/record-viewer/3ad6e0d5-ee1c-4ebc-a8da-d856ee56302b,"['HW.ERR', 'HW.MCE.IMC', 'HW', 'HW.CORR']",https://hsdes.intel.com/appstore/article/#/14022852715,https://axon.intel.com/app/view/3ad6e0d5-ee1c-4ebc-a8da-d856ee56302b,None
2ad94485,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/2ad94485-4f4a-4411-b255-7939564ee094,ba05wvaw0097,Test,d161bfa7-f9f2-4f1f-a818-269dab4cd836,PCIe,2ad94485-4f4a-4411-b255-7939564ee094,,https://axonsv.app.intel.com/apps/record-viewer/d161bfa7-f9f2-4f1f-a818-269dab4cd836,"['HW.CORR', 'HW', 'HW.ERR']",,,None
cff67304,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/cff67304-3c39-4286-91e6-d99d2dcfb25e,jf04wvaw5315,PreTest,File not found,CI_GNR_AP_DF_OSPL_SQ,cff67304-3c39-4286-91e6-d99d2dcfb25e,,,[],,,None
3ff01cd6,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/3ff01cd6-9e54-4eca-8c11-f9c850dc8cdd,jf04wvaw5105,PostTest,777a12da-fae2-4ae8-ad6f-ceccdbac0427,PCIe,3ff01cd6-9e54-4eca-8c11-f9c850dc8cdd,,https://axonsv.app.intel.com/apps/record-viewer/777a12da-fae2-4ae8-ad6f-ceccdbac0427,"['HW.ERR', 'HW.CORR', 'HW']",,,None
FAIL_package_cstate_check_mainTest_verification_failed,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/7fea67e4-0d6f-4a09-b70a-981bbd2bfbad,ba05wvaw0141,Test,4ed7277c-ef30-4082-d21e-3908a1cfd4d9,PM,7fea67e4-0d6f-4a09-b70a-981bbd2bfbad,,https://axonsv.app.intel.com/apps/record-viewer/4ed7277c-ef30-4082-d21e-3908a1cfd4d9,"['HW.ERR', 'SW.FW', 'HW.CORR', 'HW', 'PKGC_Focus']",,,None
2a279195,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/2a279195-5ad7-4204-8295-4c88cb7c9df2,ba05wvaw0021,PreBoot,NoMatch,CI_GNR_AP_DF_OSPL_SQ,2a279195-5ad7-4204-8295-4c88cb7c9df2,,,[],,,None
766d74eb,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/766d74eb-1a4c-425d-aa6c-0d0c217fec67,ba05wvaw0118,RebootStation,a4f2a28a-3031-4d1c-8d9a-7fc9d081582e,RDT_Mesh,766d74eb-1a4c-425d-aa6c-0d0c217fec67,14023015502.0,https://axonsv.app.intel.com/apps/record-viewer/a4f2a28a-3031-4d1c-8d9a-7fc9d081582e,"['SW.FW', 'HW']",https://hsdes.intel.com/appstore/article/#/14023015502,https://axon.intel.com/app/view/a4f2a28a-3031-4d1c-8d9a-7fc9d081582e,None
2eaea435,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/2eaea435-6de7-4bdf-ae24-b5f08226b3f1,jf04wvaw5198,PreBoot,bb65312d-e3e0-4e0f-b6cd-891c18c32dc8,Mesh,2eaea435-6de7-4bdf-ae24-b5f08226b3f1,,https://axonsv.app.intel.com/apps/record-viewer/bb65312d-e3e0-4e0f-b6cd-891c18c32dc8,"['HW.ERR', 'HW', 'HW.CORR', 'HW.CFG.ERR']",,,None
8f74a102,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/8f74a102-2bfa-48c9-9400-d625f402897e,jf04wvaw5315,PreTest,File not found,CI_GNR_AP_DF_OSPL_SQ,8f74a102-2bfa-48c9-9400-d625f402897e,,,[],,,None
577a37b9,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/577a37b9-b32a-4526-8d06-7f26d2ff52e1,jf04wvaw5165,Test,f1bcf917-19e1-40d7-ae01-caa446be8a12,MMX,577a37b9-b32a-4526-8d06-7f26d2ff52e1,,https://axonsv.app.intel.com/apps/record-viewer/f1bcf917-19e1-40d7-ae01-caa446be8a12,"['HW.CFG.ERR', 'HW.MCE.IMC', 'HW.MCE.DCU', 'HW.CORR', 'HW', 'HW.MCE', 'HW.MCE.IIO', 'HW.MCE.UBOX', 'HW.KNOWN_ISSUE', 'HW.ERR']",,,None
f484634d,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/f484634d-ef73-4c56-80fe-bb462dcd9d2d,jf04wvaw5477,Test,76d3b972-ecb7-4f1d-bddd-6cc30e7a41dd,MMX,f484634d-ef73-4c56-80fe-bb462dcd9d2d,,https://axonsv.app.intel.com/apps/record-viewer/76d3b972-ecb7-4f1d-bddd-6cc30e7a41dd,"['HW', 'HW.MCE.IMC', 'HW.CORR', 'HW.ERR']",,,None
9f452555,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/9f452555-8f06-4b80-8a8e-25562e14dff8,ba05wvaw0035,Test,4ef0bb15-347e-6531-9a3a-3c5da2643207,Reset-Matrix,9f452555-8f06-4b80-8a8e-25562e14dff8,16024736998.0,https://axonsv.app.intel.com/apps/record-viewer/4ef0bb15-347e-6531-9a3a-3c5da2643207,"['HW.CORR', 'HW', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/16024736998,https://axon.intel.com/app/view/4ef0bb15-347e-6531-9a3a-3c5da2643207,None
b37d2db4,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/b37d2db4-7cc2-4add-ae85-64760b384ac3,ba05wvaw0100,PostTest,141aced4-f0b1-4165-bf29-2b4ec1d83869,PCIe,b37d2db4-7cc2-4add-ae85-64760b384ac3,14022798039.0,https://axonsv.app.intel.com/apps/record-viewer/141aced4-f0b1-4165-bf29-2b4ec1d83869,"['HW.CORR', 'HW', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/14022798039,https://axon.intel.com/app/view/141aced4-f0b1-4165-bf29-2b4ec1d83869,None
5ee66695,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/5ee66695-9d48-4f10-bc2d-e4b4ef9fe50f,ba05wvaw0097,Test,22b2e538-835b-4d3b-99e0-5653c6093a45,UPI,5ee66695-9d48-4f10-bc2d-e4b4ef9fe50f,,https://axonsv.app.intel.com/apps/record-viewer/22b2e538-835b-4d3b-99e0-5653c6093a45,"['HW.ERR', 'HW.CORR', 'HW']",,,None
d43ad4da,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/d43ad4da-208a-4a7e-bfde-2c8e985bcf21,jf04wvaw5088,RebootStation,3a88ab29-572e-4c0a-9ad5-54fd76a25a3a,Mesh,d43ad4da-208a-4a7e-bfde-2c8e985bcf21,,https://axonsv.app.intel.com/apps/record-viewer/3a88ab29-572e-4c0a-9ad5-54fd76a25a3a,"['HW', 'SW.FW']",,,None
FAIL_package_cstate_check_mainTest_verification_failed,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/629c6657-68fb-496f-bb0d-87ac042984c2,jf04wvaw5461,Test,cdb0fbdd-f7f0-482a-8300-596c76de1848,PM,629c6657-68fb-496f-bb0d-87ac042984c2,,https://axonsv.app.intel.com/apps/record-viewer/cdb0fbdd-f7f0-482a-8300-596c76de1848,"['HW.CORR', 'HW', 'PKGC_Focus', 'HW.ERR']",,,None
FAIL_package_cstate_check_mainTest_verification_failed,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/8a34ef03-25f4-4878-bd2b-c8ef5169f34e,ba05wvaw0065,Test,e9b6e61e-efa4-48d3-9fd1-7a04632dfa47,PM,8a34ef03-25f4-4878-bd2b-c8ef5169f34e,,https://axonsv.app.intel.com/apps/record-viewer/e9b6e61e-efa4-48d3-9fd1-7a04632dfa47,"['HW.CORR', 'HW', 'HW.ERR', 'PKGC_Focus']",,,None
68e084e8,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/68e084e8-fefa-48f5-b857-d921a136c756,ba05wvaw0116,Test,2bf85b09-9dc9-40c6-9472-83127eb855ae,Mesh,68e084e8-fefa-48f5-b857-d921a136c756,16024749420.0,https://axonsv.app.intel.com/apps/record-viewer/2bf85b09-9dc9-40c6-9472-83127eb855ae,"['HW', 'HW.CORR', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/16024749420,https://axon.intel.com/app/view/2bf85b09-9dc9-40c6-9472-83127eb855ae,None
