Failure Name,Errors,dbscan_UMAP_BERT_euclidean23,hsdes_link,axon_link,Group Name
2ef3bc6c,"['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'LOCK hang, due to incorrect uboxivctl reg programming']['UBOX ERROR ( mcacod:0x40c desc:Shutdown suppression)( mscod:0x2 desc: Error signaled by the core and logged in Ubox. Check the core for more details.)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:S3M_or_ISCLK Error)( mscod:0x80 desc: IERR_NON_PM)']['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",2.0,,,Security
ede45e15,"['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9', 'LOCK hang, due to incorrect uboxivctl reg programming']['UBOX ERROR ( mcacod:0x40c desc:Shutdown suppression)( mscod:0x2 desc: Error signaled by the core and logged in Ubox. Check the core for more details.)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:S3M_or_ISCLK Error)( mscod:0x80 desc: IERR_NON_PM)']['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",2.0,,,Virtualization
2b6977b8,"['mscod: IOMCA error from Global IEH-IOMCA (from BUS=0x4c, DEV=0x2, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0']['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0x4c, DEV=0x2, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']['Fatal global error dev2_fa_sts from uncore.pi5.pxp1.rp0', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp1.rp0']",2.0,,,Mesh
bf1f70ee,"['mscod: IOMCA error from Global IEH-IOMCA (from BUS=0x6f, DEV=0x6, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'LOCK Hard Hang, did not return to idle in 1s']['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0x6f, DEV=0x6, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']['msm_corecrashlog_ctrl.haderror: Crashlog collection flow for Core Crashlog record had an error', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.crashlog_err: error occurred during the automated CrashLog flow', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']['Non-fatal global error dev5_nf_sts from uncore.pi5.pxp2.rp3', 'Non-fatal global error dev4_nf_sts from uncore.pi5.pxp2.rp2', 'Non-fatal global error dev3_nf_sts from uncore.pi5.pxp2.rp1', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp2.rp0', 'Corrected global error dev5_co_sts from uncore.pi5.pxp2.rp3', 'Corrected global error dev4_co_sts from uncore.pi5.pxp2.rp2', 'Corrected global error dev3_co_sts from uncore.pi5.pxp2.rp1', 'Corrected global error dev2_co_sts from uncore.pi5.pxp2.rp0', 'Corrected global error dev2_co_sts from uncore.pi5.pxp1.rp0', 'Non-fatal global error dev4_nf_sts from uncore.pi5.pxp3.rp2', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp3.rp0', 'Corrected global error dev4_co_sts from uncore.pi5.pxp3.rp2', 'Corrected global error dev2_co_sts from uncore.pi5.pxp3.rp0', 'Non-fatal global error dev5_nf_sts from uncore.pi5.pxp0.rp3', 'Non-fatal global error dev4_nf_sts from uncore.pi5.pxp0.rp2', 'Non-fatal global error dev3_nf_sts from uncore.pi5.pxp0.rp1', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp0.rp0', 'Corrected global error dev5_co_sts from uncore.pi5.pxp0.rp3', 'Corrected global error dev4_co_sts from uncore.pi5.pxp0.rp2', 'Corrected global error dev3_co_sts from uncore.pi5.pxp0.rp1', 'Corrected global error dev2_co_sts from uncore.pi5.pxp0.rp0', 'Non-fatal global error dev4_nf_sts from uncore.pi5.pxp1.rp2', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp1.rp0', 'Corrected global error dev4_co_sts from uncore.pi5.pxp1.rp2', 'Corrected global error dev2_co_sts from uncore.pi5.pxp1.rp0']",2.0,,,Security
4efbc607,"['PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED']['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0x33, DEV=0x2, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']['Non-fatal global error dev4_nf_sts from uncore.pi5.pxp2.rp2', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp2.rp0', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp1.rp0']",2.0,,,IIO_Matrix
69f15007,"['Probe Mode prep phase timeout', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED']['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0x5b, DEV=0x0, FUNC=0x4) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Pcode Error)( mscod:0x5300 desc: PROBE_MODE_PREP_TIMEOUT)']['msm_corecrashlog_ctrl.haderror: Crashlog collection flow for Core Crashlog record had an error', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.crashlog_err: error occurred during the automated CrashLog flow', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']['Fatal global error iehlocal_fa_sts from local error', 'Corrected global error iehlocal_co_sts from local error']",2.0,https://hsdes.intel.com/appstore/article/#/22016724121,https://axon.intel.com/app/view/f7d9fd89-0247-ddae-1f4e-80907618a0b6,UPI
461edcbd,"['PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED']['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0xaf, DEV=0x4, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']['Non-fatal global error dev3_nf_sts from uncore.pi5.pxp1.rp1']",2.0,https://hsdes.intel.com/appstore/article/#/22016962388,https://axon.intel.com/app/view/d24d593c-fa94-50fb-6f9a-d34e6a3e7b5d,Mesh
9a1ba3de,"['PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED']['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0x83, DEV=0x4, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']['Non-fatal global error dev3_nf_sts from uncore.pi5.pxp3.rp1']",2.0,,,Reset
f6efd22a,"['PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED']['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0xd3, DEV=0x2, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']['Non-fatal global error dev2_nf_sts from uncore.pi5.pxp0.rp0', 'Non-fatal global error dev3_nf_sts from uncore.pi5.pxp1.rp1', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp1.rp0']",2.0,,,PCIe
c622c2c6,"['PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED']['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0xaf, DEV=0x4, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']['Non-fatal global error dev3_nf_sts from uncore.pi5.pxp1.rp1']",2.0,https://hsdes.intel.com/appstore/article/#/16019814160,https://axon.intel.com/app/view/5f076f7e-3a39-1f43-06f5-089fb02b9f40,UPI
b5aed88f,"['mscod: IOMCA error from Global IEH-IOMCA (from BUS=0x5b, DEV=0x0, FUNC=0x4) signaled to ubox via global IEH. Check the global and satellite IEHs for more info', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'LOCK Hard Hang, did not return to idle in 1s']['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0x5b, DEV=0x0, FUNC=0x4) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Microcontroller Error)( mscod:0xb desc: PO_REQ_VALID_ERROR)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']['msm_corecrashlog_ctrl.haderror: Crashlog collection flow for Core Crashlog record had an error', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.crashlog_err: error occurred during the automated CrashLog flow', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.pcode_err: PCI_ERR logged and occurred going to PUNIT', 'msm_global_status_ctrl_reg.peci_err: PCI_ERR logged and sent (maybe) for PECI', 'msm_global_status_ctrl_reg.msm_pmsb_err: Error on PMSB (PCI_ERR logged for PMSB)', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']['Fatal global error iehlocal_fa_sts from local error', 'Corrected global error iehlocal_co_sts from local error']",2.0,https://hsdes.intel.com/appstore/article/#/16019872998,https://axon.intel.com/app/view/f16255ea-468c-666a-c1bb-84ea13f03a1b,Virtualization
0daf92ac,"['PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED']['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']['mscod: IOMCA error from Global IEH-IOMCA (from BUS=0xd3, DEV=0x2, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x0', 'LOCK Hard Hang, did not return to idle in 1s']['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0xd3, DEV=0x2, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']['Non-fatal global error dev2_nf_sts from uncore.pi5.pxp0.rp0', 'Non-fatal global error dev3_nf_sts from uncore.pi5.pxp1.rp1', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp1.rp0']",2.0,,,Memory
