0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED']","['Waiting on data completion from a local M2IOSF.', 'Waiting on data completion from a local M2IOSF.', '', 'Waiting on data completion from a local M2IOSF.', 'Waiting on data completion from a local M2IOSF.', 'Waiting on data completion from a local M2IOSF.', 'Waiting on data completion from a local M2IOSF.', 'Waiting on data completion from a local M2IOSF.', 'Waiting on data completion from a local M2IOSF.', 'Waiting on data completion from a local M2IOSF.', 'Waiting on data completion from a local M2IOSF.', 'Waiting on data completion from a local M2IOSF.', 'Waiting on data completion from a local M2IOSF.']",[],[],[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x4', 'Merge Bank7-CHA0 signaled an MCA to Ubox; Check mc_status of MCA BANKID:7 and  MCA BANK_INDEX:0x6']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x17a desc:Cache Errors: EVICT.G.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)', 'CHA ERROR ( mcacod:0x1136 desc:Cache Errors (Filtered): DRD.D.L2)( mscod:0xc desc: CHA TOR_TIMEOUT)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']","['Corrected global error dev4_co_sts from uncore.pi5.pxp2.rp2', 'Corrected global error dev2_co_sts from uncore.pi5.pxp2.rp0', 'Corrected global error dev1_co_sts from uncore.hiop.hiop2', 'Non-fatal global error dev8_nf_sts from uncore.pi5.pxp0.rp6', 'Corrected global error dev2_co_sts from uncore.pi5.pxp0.rp0', 'Corrected global error dev1_co_sts from uncore.hiop.hiop3', 'Corrected global error dev4_co_sts from uncore.pi5.pxp0.rp2', 'Corrected global error dev1_co_sts from uncore.hiop.hiop3']",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['corerrsts_msm.advisory_non_fatal_error_status', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],"['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!', 'socket1.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']",[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'Failed to send HPM message']",[],[],[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['mscod: IOMCA error from Global IEH-IOMCA (from BUS=0xa, DEV=0x2, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x4']","['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0xa, DEV=0x2, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Pcode Error)( mscod:0x1400 desc: MCA_HPM_MSG_SEND_TIMEOUT)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']","['Non-fatal global error dev2_nf_sts from uncore.pi5.pxp0.rp0', 'Non-fatal global error dev4_nf_sts from uncore.pi5.pxp3.rp2', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp3.rp0', 'Non-fatal global error dev3_nf_sts from uncore.pi5.pxp0.rp1', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp0.rp0', 'Non-fatal global error dev2_nf_sts from uncore.pi5.pxp1.rp0']",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'Failed to send HPM message']",[],[],[],"['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!', 'socket1.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']",[],[],"['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x4', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x4']","['PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Pcode Error)( mscod:0x1400 desc: MCA_HPM_MSG_SEND_TIMEOUT)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],"['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!', 'socket1.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!', 'Jumpers J5562 and J5563 set to 1-2 which enables a0_debug_strap. This is not POR and could cause issues with DRNG. Uninstall the jumpers if this is an issue.']",[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],"['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!', 'socket1.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!', 'Jumpers J5562 and J5563 set to 1-2 which enables a0_debug_strap. This is not POR and could cause issues with DRNG. Uninstall the jumpers if this is an issue.']",[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],"['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!', 'socket1.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']",[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],"['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!', 'socket0.io0.uncore.hwrs.gpsb.poc_straps.safe_mode_boot is not 0! This is potentially unsafe electrically/thermally.']",[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED', 'PRIMECODE_WATCHDOG_TIMER_EXPIRED']",[],[],[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['mscod: IOMCA error from Global IEH-IOMCA (from BUS=0x5b, DEV=0x6, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info', 'Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x4']","['UBOX ERROR ( mcacod:0xe0b desc:IOSF error)( mscod:0x0 desc: IOMCA (from BUS=0x5b, DEV=0x6, FUNC=0x0) signaled to ubox via global IEH. Check the global and satellite IEHs for more info)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)', 'PUNIT ERROR ( mcacod:0x402 desc:Punit Error)( mscod:0x10 desc: IERR_GENERIC)']","['msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr', 'msm_global_status_ctrl_reg.global_viral: Global Viral Crashlog Trigger along with IERR assertion from PUNIT', 'msm_global_status_ctrl_reg.general_mca: oobmsm saw that CPU has logged an MCA', 'msm_global_status_ctrl_reg.ierr: oobmsm saw that CPU has logged an ierr']",['Non-fatal global error dev4_nf_sts from uncore.pi5.pxp2.rp2'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!'],[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],"['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!', 'socket1.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']",[],[],"['uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'uncersts_msm.received_an_unsupported_request: OOBMSM recieved an unsupported request', 'corerrsts_msm.advisory_non_fatal_error_status', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],"['socket0.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!', 'socket1.io0.uncore.hwrs.gpsb.poc_straps.bist_enable is not 1!']",[],[],"['uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow', 'uncersts_oob.received_an_unsupported_request', 'corerrsts_oob.advisory_non_fatal_error_status', 'msm_mbx_error_sts.mbx_overflow']",[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
